# duty is the COMMANDED duty, which the run log does not carry;
# it is the input signal the plant identification needs.
elapsed_s,state,temp_c,target_c,duty,relay,cold_c,cpu_c
311.54,running,125.1875,125.00,0.203,0,32.69,34.93
312.53,running,125.1250,125.00,0.228,0,32.69,34.71
313.53,running,125.1875,125.00,0.201,1,32.81,35.14
314.53,running,125.1250,125.00,0.215,0,32.81,34.71
315.53,running,125.0625,125.00,0.228,0,32.81,34.93
316.53,running,125.0625,125.00,0.239,0,32.88,35.35
317.54,running,125.0000,125.00,0.254,1,32.88,35.13
318.54,running,124.9375,125.00,0.268,0,32.88,34.92
319.57,running,124.9375,125.00,0.257,0,32.94,34.71
320.53,running,124.9375,125.00,0.256,0,32.94,35.14
321.53,running,124.8750,125.00,0.270,1,32.94,35.14
322.53,running,124.9375,125.00,0.246,0,33.00,35.35
323.53,running,125.0000,125.00,0.222,0,33.06,34.92
324.53,running,125.0000,125.00,0.212,0,33.06,34.71
325.53,running,125.0000,125.00,0.222,1,33.06,34.92
326.54,running,125.0625,125.00,0.196,0,33.13,34.93
327.53,running,125.1250,125.00,0.184,0,33.19,34.93
328.53,running,125.1250,125.00,0.181,0,33.19,34.71
329.59,running,125.1250,125.00,0.193,0,33.19,34.71
330.53,running,125.1250,125.00,0.203,0,33.19,35.35
331.53,running,125.1875,125.00,0.179,0,33.25,34.92
332.53,running,125.1250,125.00,0.202,0,33.25,34.71
333.53,running,125.1250,125.00,0.202,1,33.31,34.93
334.53,running,125.0625,125.00,0.226,0,33.31,34.93
335.53,running,125.0625,125.00,0.226,0,33.31,34.92
336.56,running,125.1250,125.00,0.189,0,33.44,35.14
337.53,running,125.1250,125.00,0.189,0,33.44,34.71
338.54,running,125.0625,125.00,0.224,0,33.50,34.93
339.53,running,125.0625,125.00,0.223,0,33.50,34.71
340.53,running,125.0625,125.00,0.223,0,33.56,34.93
341.54,running,125.0625,125.00,0.212,1,33.56,34.92
342.54,running,125.0000,125.00,0.237,0,33.56,34.92
343.53,running,125.0000,125.00,0.236,0,33.63,35.35
344.54,running,124.9375,125.00,0.261,0,33.63,35.14
345.54,running,124.9375,125.00,0.250,1,33.63,35.56
346.54,running,125.0000,125.00,0.226,1,33.69,34.50
347.53,running,124.9375,125.00,0.240,0,33.75,34.71
348.53,running,124.8750,125.00,0.265,0,33.69,34.93
349.53,running,124.9375,125.00,0.252,0,33.75,35.14
350.54,running,124.9375,125.00,0.230,1,33.81,34.93
351.53,running,124.9375,125.00,0.242,0,33.81,35.14
352.53,running,125.0000,125.00,0.205,0,33.81,34.93
353.53,running,125.0625,125.00,0.193,0,33.88,34.50
354.55,running,125.0000,125.00,0.217,0,33.88,35.14
355.55,running,125.0625,125.00,0.191,0,33.94,35.14
356.55,running,125.0000,125.00,0.239,0,33.94,34.50
357.56,running,125.0625,125.00,0.202,0,34.00,34.71
358.57,running,125.0000,125.00,0.238,1,34.06,34.93
359.53,running,125.0000,125.00,0.227,0,34.00,34.71
360.53,running,125.0625,125.00,0.213,0,34.06,35.14
361.54,running,125.0625,125.00,0.202,0,34.13,35.14
362.53,running,125.0625,125.00,0.213,1,34.13,34.92
363.54,running,125.0000,125.00,0.238,0,34.13,35.35
364.55,running,125.0625,125.00,0.212,0,34.19,35.56
365.54,running,125.1250,125.00,0.175,0,34.25,34.71
366.54,running,125.1250,125.00,0.177,0,34.25,34.92
367.53,running,125.1875,125.00,0.162,0,34.31,34.50
368.53,running,125.1250,125.00,0.196,0,34.31,35.35
369.54,running,125.0625,125.00,0.220,0,34.31,34.92
370.54,running,125.1250,125.00,0.207,0,34.38,35.14
371.53,running,125.1250,125.00,0.195,1,34.44,35.14
372.53,running,125.1250,125.00,0.184,0,34.44,34.92
373.53,running,125.0625,125.00,0.218,0,34.44,34.50
374.53,running,125.0625,125.00,0.219,0,34.50,35.35
375.54,running,125.1250,125.00,0.182,1,34.50,35.78
376.53,running,125.0000,125.00,0.231,0,34.50,35.56
377.53,running,125.0625,125.00,0.207,0,34.56,34.71
378.53,running,125.0625,125.00,0.217,0,34.56,34.71
379.56,running,125.0625,125.00,0.206,0,34.63,34.71
380.54,running,125.1250,125.00,0.181,0,34.69,34.71
381.54,running,125.0625,125.00,0.206,0,34.69,34.49
382.54,running,124.9375,125.00,0.255,0,34.69,35.14
383.53,running,125.0000,125.00,0.241,1,34.75,35.14
384.53,running,125.0000,125.00,0.230,0,34.75,35.14
385.53,running,125.0000,125.00,0.210,0,34.81,35.14
386.55,running,125.0000,125.00,0.220,0,34.81,34.71
387.55,running,125.1250,125.00,0.170,1,34.88,34.93
388.58,running,125.0000,125.00,0.209,0,34.88,34.93
389.59,running,124.9375,125.00,0.223,0,34.88,34.28
390.53,running,125.0000,125.00,0.241,0,34.94,34.71
391.54,running,125.0000,125.00,0.220,1,34.94,34.71
392.55,running,125.0000,125.00,0.210,0,34.94,35.35
393.54,running,125.0625,125.00,0.196,0,35.00,35.35
394.55,running,125.0625,125.00,0.195,0,35.00,35.56
395.53,running,125.1250,125.00,0.172,0,35.06,34.50
396.53,running,125.1250,125.00,0.182,0,35.06,34.92
